U	9ece3774-acad-48f5-9554-7bffea4bf296	0	3723	0:3689	||||||
C	be823b6d-3ca6-4338-9fae-4cfc0a71b2a4	1491	2927	0:469 5866:5 0:2064 1491:1 0:186 1491:5 0:30 1491:1 0:20 1491:5 0:32 131567:4 0:71	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium botulinum
C	f1897ed7-2a8b-429b-b36a-d5202e6bc07d	1491	2927	0:121 131567:4 0:32 1491:5 0:20 1491:1 0:30 1491:5 0:189 1491:1 0:2058 5866:5 0:422	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium botulinum
U	3fa9d331-6442-4265-9244-b562aa460595	0	2816	0:273 9606:5 0:2504	||||||
U	49318a1a-e0b9-46c2-8962-ac29fdd72d7c	0	3229	0:3195	||||||
U	c6ceebea-d702-4246-bd27-c2582174b275	0	1557	0:1523	||||||
U	b36ce3c8-e4c5-4fbc-813d-500e5c89839d	0	2825	0:2566 9606:4 0:221	||||||
C	882f48cf-9719-4f2c-8c83-7481b1386b8b	9606	3393	0:213 9606:1 0:1244 9606:4 0:1897	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	d6de437b-b78c-43d6-bc3d-37974a0b5621	0	2774	0:2740	||||||
C	4add0487-e4ac-4250-aec6-c8dc26d9e1aa	9606	3147	0:1159 9606:2 0:12 9606:5 0:1935	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
C	24ede721-1046-4e12-a1b5-e5d6323ffea0	9606	2536	0:991 9606:2 0:242 9606:1 0:1266	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	e445c2b7-5223-4c25-9eac-de3b871f17ce	0	4819	0:3640 2751178:5 0:1140	||||||
U	78a9042b-5dc6-4d36-93c0-4dbb2f57888c	0	997	0:963	||||||
U	52e8e8da-0ba3-4f07-bda4-ebc1a6789ca2	0	3311	0:3277	||||||
C	fbdc7fd3-aede-41dc-bdca-d4dd2dbc3a15	131567	958	0:145 131567:1 0:82 131567:1 0:226 131567:10 0:459	unclassified cellular organisms superkingdom|unclassified cellular organisms phylum|unclassified cellular organisms class|unclassified cellular organisms order|unclassified cellular organisms family|unclassified cellular organisms genus|unclassified cellular organisms species
U	a4e4bc93-f269-4bf4-88f2-9012f339660e	0	2358	0:2324	||||||
U	d62739e7-65e4-4f64-8006-6562504cf605	0	3746	0:3712	||||||
U	58874a19-62fd-4e55-9c6a-be467d22be56	0	1435	0:1401	||||||
U	3690ca12-b48b-42f0-a28a-ab706d53436a	0	3144	0:3110	||||||
U	7b92b1f6-0301-402e-a98e-950b3e3f6fc3	0	2789	0:2755	||||||
C	73bcfe5f-b9b8-4eba-bdde-aa85908846b2	5866	2872	0:1835 5866:5 0:23 131567:1 0:53 131567:6 0:73 5866:3 0:4 5866:3 0:18 5866:5 0:6 131567:5 0:7 5866:5 0:57 5866:2 0:727	Eukaryota|Apicomplexa|Aconoidasida|Piroplasmida|Babesiidae|Babesia|Babesia bigemina
U	bed81672-94a8-4ee1-9269-8ad678fcf53d	0	1866	0:1832	||||||
U	7823998f-da62-42cc-aeb2-c846b2cfe594	0	2438	0:2404	||||||
U	eac8ca1c-2bd6-4152-97a9-fe33cdfbd1bb	0	4691	0:4657	||||||
C	1f9f4643-9b41-4b5f-898b-faaa0617f282	9606	2421	0:223 131567:6 0:103 5866:5 0:104 1491:5 0:278 9606:5 0:233 9606:1 0:233 9606:2 0:7 9606:1 0:1090 2708346:3 0:88	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
C	2623611b-d2a7-4afa-8456-4b883bf95247	5866	3193	0:663 5866:3 0:116 5866:2 0:160 131567:3 0:511 131567:2 0:201 131567:1 0:215 131567:1 0:40 131567:2 0:102 131567:1 0:41 5866:5 0:32 1491:4 0:10 131567:5 0:49 1491:4 0:986	Eukaryota|Apicomplexa|Aconoidasida|Piroplasmida|Babesiidae|Babesia|Babesia bigemina
U	a3e98265-3f25-4b24-afcb-03bda41bcc4b	0	1769	0:218 477697:5 0:1512	||||||
C	0cafd3d6-010f-4a04-bb98-b46aa7c4ecfd	9606	5078	0:856 670:5 0:1790 9606:3 0:719 9606:5 0:1666	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	d44d8b0e-cb72-4681-8ef8-54d29c990ffa	0	3686	0:3652	||||||
U	e5ebc92e-2b3c-453c-8c74-252dcf15d001	0	2025	0:1991	||||||
