U	1b144586-0ddb-4089-bf46-0a5c1afe5c2e	0	3774	0:2351 5866:2 0:1387	||||||
U	0db7b92c-a70a-43e5-b8e5-a94616e82ebf	0	1619	0:1585	||||||
U	7fa12462-6730-460b-9bb4-8c81882530a3	0	2810	0:2776	||||||
U	93a3c5b4-0c4a-4c5c-968d-97a22f3519ec	0	1599	0:1565	||||||
C	bbed4ca4-1c5e-46c5-9555-fe32f1df638f	9606	3496	0:2651 9606:5 0:647 9606:3 0:156	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	a9640b27-b28f-418e-b9f7-0363ae46600f	0	1081	0:274 338969:5 0:768	||||||
U	fd865a0d-878c-4775-ba1f-7ceb3e9515f9	0	2625	0:2591	||||||
C	0faf9eda-40f1-4b49-aff3-14708589738c	131567	1523	0:1291 9606:2 0:110 1076626:2 0:84	unclassified cellular organisms superkingdom|unclassified cellular organisms phylum|unclassified cellular organisms class|unclassified cellular organisms order|unclassified cellular organisms family|unclassified cellular organisms genus|unclassified cellular organisms species
U	2818a254-cec3-4e6f-877a-1050a3b552e1	0	2729	0:2695	||||||
U	fc2f6438-60ef-48bc-9ea3-a46781e3d2a5	0	3242	0:3208	||||||
U	d92b9edf-c9ae-4cb4-af3b-a023ba3d11a7	0	653	0:619	||||||
U	3ea7ecdc-007c-4943-9e75-37847fe4b798	0	2261	0:2227	||||||
U	7220732f-be6d-499a-b097-e5f0a3214368	0	2266	0:2232	||||||
C	6290f70f-3ba4-4014-94cd-aa72df4a3971	9606	3196	0:137 9606:5 0:83 9606:1 0:39 9606:4 0:164 9606:1 0:16 9606:1 0:35 9606:5 0:5 9606:4 0:12 9606:6 0:76 9606:6 0:59 9606:5 0:21 9606:5 0:47 9606:6 0:13 9606:3 0:7 9606:3 0:80 9606:10 0:43 9606:3 0:64 9606:2 0:174 9606:2 0:9 9606:4 0:5 9606:1 0:5 9606:4 0:9 9606:6 0:12 9606:4 0:30 9606:1 0:13 9606:1 0:9 9606:3 0:58 9606:3 0:34 9606:4 0:109 9606:4 0:19 9606:1 0:36 9606:1 0:6 9606:5 0:13 9606:1 0:4 9606:4 0:194 9606:2 0:108 9606:5 0:43 9606:4 0:12 9606:2 0:157 9606:7 0:39 9606:5 0:96 9606:5 0:1 9606:5 0:28 9606:3 0:4 2759:5 131567:2 0:29 9606:5 0:5 9606:5 0:14 9606:3 0:5 9606:2 0:18 9606:4 0:20 9606:2 0:17 9606:4 0:293 9606:7 0:181 9606:5 0:15 9606:1 0:22 9606:1 0:212	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	35eefba5-94d2-4ea9-be3f-0a9ebf97434f	0	1695	0:1661	||||||
U	12bde25d-220f-4e5c-bf32-08b3b087a0d1	0	2462	0:2428	||||||
C	824bb788-f48c-46d9-8cf7-8f0830fb5892	5866	2385	0:202 5866:5 0:146 5866:3 0:1995	Eukaryota|Apicomplexa|Aconoidasida|Piroplasmida|Babesiidae|Babesia|Babesia bigemina
U	82bb5584-a425-498f-8c4d-82fcf0243e71	0	2983	0:2949	||||||
C	eafa9ed1-424a-4c8c-9671-5fe7ee612d30	9606	3575	0:471 9606:3 0:26 9606:3 0:5 9606:5 0:1856 1502:5 0:1167	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	dd60d69f-c815-4fb9-9163-427e7726afb4	0	1639	0:901 9606:2 0:702	||||||
C	eacba9ea-cf8c-43ab-8e6f-8162a8551869	1491	1123	0:622 1491:4 131567:2 0:28 131567:5 0:12 131567:5 0:411	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium botulinum
U	098d0913-e942-4949-86ed-e4b8309331ab	0	2216	0:1428 9606:5 0:749	||||||
U	4d218e1f-94b8-4bcc-92dc-6ac461ae3a96	0	5109	0:4736 2976824:5 0:334	||||||
C	ef86af84-d509-4537-97f2-097e97d91eb1	9606	3117	0:2924 9606:1 0:7 9606:2 0:11 9606:5 0:133	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
C	be59f060-8c7f-445a-8ab0-97a7de265ad8	9606	4050	0:112 9606:3 0:33 9606:1 0:57 9606:4 0:10 9606:2 0:34 9606:5 0:18 9606:2 0:7 9606:5 0:16 9606:1 0:37 9606:2 0:8 9606:5 0:9 9606:2 0:42 9606:1 0:50 9606:2 0:22 9606:3 0:9 9606:3 0:39 9606:4 0:166 9606:4 0:15 9606:5 0:53 9606:1 0:110 9606:1 0:109 9606:8 0:2 9606:1 0:33 9606:2 0:9 9606:2 0:2 9606:6 0:65 9606:1 0:15 9606:3 0:22 9606:5 0:27 9606:2 0:9 9606:5 0:48 9606:5 0:27 9606:4 0:45 9606:2 0:38 9606:2 0:21 9606:2 0:62 9606:5 0:107 9606:7 0:11 9606:5 0:14 9606:2 0:10 9606:2 0:35 9606:5 0:28 9606:1 0:5 9606:2 0:7 9606:7 0:7 9606:12 0:55 9606:5 0:19 9606:1 0:12 9606:2 0:61 9606:5 0:24 9606:3 0:90 9606:5 0:18 9606:5 0:42 9606:5 0:70 9606:2 0:18 9606:2 0:15 9606:5 0:66 9606:5 0:1 9606:1 0:7 9606:5 0:32 9606:4 0:20 9606:5 0:23 9606:5 0:140 9606:5 0:2 9606:4 0:24 9606:5 0:39 9606:5 0:24 9606:3 0:13 9606:5 0:4 9606:5 0:9 9606:3 0:67 9606:5 0:56 9606:3 0:22 9606:1 0:218 9606:4 0:5 9606:1 0:19 9606:8 0:53 9606:4 0:33 9606:1 0:90 9606:1 0:1 9606:3 0:39 9606:5 0:60 9606:1 0:50 9606:5 0:1 9606:5 0:11 9606:1 0:27 9606:1 0:10 9606:3 0:3 9606:1 0:13 9606:8 0:10 9606:2 0:123 9606:6 0:1 9606:2 0:12 9606:3 0:7 9606:4 0:20 9606:5 0:23 9606:4 0:51 9606:1 0:102 9606:1 0:113	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
